Unnamed: 0,ID,DATE,PRICE,BEDROOMS,BATHROOMS,SQFT_LIVING,SQFT_LOT,FLOORS,WATERFRONT,VIEW,CONDITION,GRADE,SQFT_ABOVE,SQFT_BASEMENT,YR_BUILT,YR_RENOVATED,ZIPCODE,LAT,LONG,SQFT_LIVING15,SQFT_LOT15,YEAR,MONTH,DAY,MONTH_NAME,DAY_NAME,AGE,RENOVATED,BASEMENT
14096,1338800365,2014-05-07,1500000.0,6,2.5,3560,6480,2.5,0,0,4,11,3560,0,1914,0,98112,47.627,-122.304,2780,6480,2014,5,7,May,Wednesday,110,0,0
14140,6149700191,2014-08-19,307300.0,2,2.0,1520,1020,3.0,0,0,3,7,1520,0,1999,0,98133,47.7292,-122.343,1500,1245,2014,8,19,August,Tuesday,25,0,0
14161,7660100085,2014-09-08,750000.0,5,2.75,2860,6000,2.5,0,0,4,8,2380,480,1902,0,98144,47.5906,-122.316,2240,6000,2014,9,8,September,Monday,122,0,1
14188,6145600040,2014-06-23,385000.0,3,3.25,1630,1677,3.0,0,0,3,8,1630,0,2007,0,98133,47.7048,-122.353,1220,1677,2014,6,23,June,Monday,17,0,0
14357,2767603591,2014-08-04,475000.0,3,2.5,1320,1310,3.0,0,0,3,8,1320,0,2006,0,98107,47.6719,-122.38,1350,1250,2014,8,4,August,Monday,18,0,0
14586,1139000072,2015-04-03,325000.0,2,1.5,1180,834,3.0,0,0,3,8,1180,0,2009,0,98133,47.7074,-122.356,1180,1207,2015,4,3,April,Friday,15,0,0
14741,2767603577,2015-05-06,475000.0,2,1.5,1170,1250,3.0,0,0,3,8,1170,0,2000,0,98107,47.6719,-122.38,1310,1308,2015,5,6,May,Wednesday,24,0,0
14801,1972201960,2014-08-25,513000.0,3,2.25,1500,1312,3.0,0,0,3,8,1500,0,2007,0,98103,47.6534,-122.346,1500,1282,2014,8,25,August,Monday,17,0,0
14825,3902600150,2014-08-20,834800.0,3,3.5,3470,4171,3.0,0,0,3,9,3470,0,2008,0,98034,47.711,-122.229,3430,4268,2014,8,20,August,Wednesday,16,0,0
14849,6873000120,2014-05-12,420000.0,2,2.5,1480,1369,3.0,0,0,3,7,1480,0,2009,0,98052,47.676,-122.121,1390,1337,2014,5,12,May,Monday,15,0,0
14885,8673400177,2015-04-02,525000.0,3,3.0,1730,1074,3.5,0,0,3,8,1730,0,2006,0,98107,47.6692,-122.392,1370,1185,2015,4,2,April,Thursday,18,0,0
14903,9828702156,2015-02-19,638000.0,3,3.25,1720,1587,2.5,0,2,3,9,1410,310,2004,0,98122,47.6187,-122.299,1490,1620,2015,2,19,February,Thursday,20,0,1
15025,8822901024,2015-04-23,310000.0,3,2.0,1290,886,3.0,0,0,3,7,1290,0,2004,0,98125,47.7161,-122.295,1270,1152,2015,4,23,April,Thursday,20,0,0
15105,1710400007,2014-12-11,660000.0,3,2.0,1770,2150,3.0,0,0,3,8,1770,0,1999,0,98122,47.6102,-122.314,2010,3200,2014,12,11,December,Thursday,25,0,0
15175,425049181,2014-09-12,350000.0,2,1.5,1070,937,3.0,0,0,3,8,1070,0,2003,0,98115,47.6761,-122.3,1100,3200,2014,9,12,September,Friday,21,0,0
15268,1862400471,2014-08-20,392500.0,3,3.25,1600,1289,3.0,0,0,3,8,1600,0,1998,0,98117,47.6957,-122.375,1600,1376,2014,8,20,August,Wednesday,26,0,0
15286,7011201306,2015-02-12,1120280.0,4,4.0,2530,1774,3.0,0,2,3,9,2100,430,2013,0,98119,47.6362,-122.369,2160,2400,2015,2,12,February,Thursday,11,0,1
15311,3383900048,2014-10-22,550000.0,3,2.5,1550,1092,3.0,0,0,3,8,1390,160,2004,0,98102,47.6355,-122.324,1550,1079,2014,10,22,October,Wednesday,20,0,1
15424,1702900664,2015-04-16,479000.0,2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0,98118,47.5594,-122.285,1280,1026,2015,4,16,April,Thursday,16,0,0
15494,4021100095,2015-01-21,290000.0,4,1.75,1820,22043,2.5,0,0,4,7,1820,0,1918,0,98155,47.7606,-122.28,1880,19961,2015,1,21,January,Wednesday,106,0,0
15500,8730000250,2015-02-05,360000.0,2,1.75,1340,1050,3.0,0,0,3,8,1340,0,2009,0,98133,47.7053,-122.343,1340,1090,2015,2,5,February,Thursday,15,0,0
15531,3126049415,2015-04-07,388000.0,3,1.75,1350,2325,3.0,0,0,3,7,1350,0,1999,0,98103,47.6965,-122.35,1520,1652,2015,4,7,April,Tuesday,25,0,0
15654,9433000480,2014-09-22,799950.0,4,3.5,3030,5494,3.0,0,0,3,9,3030,0,2014,0,98052,47.7103,-122.109,2910,5314,2014,9,22,September,Monday,10,0,0
15682,2767604551,2014-08-22,371000.0,2,1.5,1110,1189,3.0,0,0,3,8,1110,0,2000,0,98107,47.6711,-122.377,1420,1311,2014,8,22,August,Friday,24,0,0
15702,5230000020,2014-06-30,500000.0,4,3.0,3720,15048,3.0,0,0,3,7,3720,0,1979,2014,98059,47.5116,-122.144,2020,15180,2014,6,30,June,Monday,45,1,0
15725,5693501100,2014-07-31,640000.0,3,3.0,1560,1466,3.0,0,0,3,8,1560,0,2006,0,98103,47.6604,-122.352,1530,2975,2014,7,31,July,Thursday,18,0,0
15756,477000019,2014-06-20,525000.0,3,2.25,1750,1879,3.0,0,0,3,8,1750,0,2001,0,98107,47.6722,-122.391,1750,3155,2014,6,20,June,Friday,23,0,0
15875,9528104360,2014-09-12,435000.0,2,1.5,901,1245,3.0,0,0,3,7,901,0,2001,0,98115,47.6774,-122.325,1138,1137,2014,9,12,September,Friday,23,0,0
15916,9550200470,2014-10-01,690000.0,4,1.5,1970,4590,2.5,0,0,3,7,1970,0,1909,0,98103,47.666,-122.332,1900,4590,2014,10,1,October,Wednesday,115,0,0
16007,9826700726,2014-10-06,505000.0,3,2.5,1995,1483,3.0,0,0,3,8,1760,235,2005,0,98102,47.6025,-122.31,1520,1173,2014,10,6,October,Monday,19,0,1
16074,7457000005,2014-09-26,1220000.0,4,2.0,3090,8125,2.5,0,0,5,8,3090,0,1918,0,98117,47.6851,-122.395,1560,6250,2014,9,26,September,Friday,106,0,0
16265,1556200005,2014-06-03,847000.0,5,1.0,2550,4623,2.5,0,0,4,9,2550,0,1905,0,98122,47.6092,-122.294,1570,3875,2014,6,3,June,Tuesday,119,0,0
16322,1972200725,2015-04-07,620000.0,3,2.5,1776,1248,3.0,0,0,3,8,1604,172,2006,0,98103,47.6539,-122.352,1780,1248,2015,4,7,April,Tuesday,18,0,1
16426,586000020,2014-08-28,830005.0,4,3.75,3610,7904,3.0,0,0,3,11,3290,320,1994,0,98117,47.6992,-122.385,2460,7300,2014,8,28,August,Thursday,30,0,1
16447,9578080130,2014-07-02,625000.0,3,3.0,1820,1641,3.0,0,0,3,8,1540,280,2006,0,98119,47.6482,-122.358,1720,1501,2014,7,2,July,Wednesday,18,0,1
16464,9433000470,2014-09-19,779950.0,4,2.75,2840,4864,3.0,0,0,3,9,2840,0,2014,0,98052,47.7103,-122.108,2990,5314,2014,9,19,September,Friday,10,0,0
16589,4310702759,2015-03-12,326000.0,2,1.5,1030,798,3.0,0,0,3,8,1030,0,2008,0,98103,47.6975,-122.34,1020,1026,2015,3,12,March,Thursday,16,0,0
16755,1186000095,2014-07-08,890000.0,4,2.75,2310,4020,3.0,0,0,5,8,2310,0,1979,0,98122,47.6154,-122.291,2270,3750,2014,7,8,July,Tuesday,45,0,0
16756,2770601763,2015-03-23,450000.0,3,3.5,1790,1288,3.0,0,0,3,8,1390,400,2000,0,98199,47.651,-122.384,1560,1426,2015,3,23,March,Monday,24,0,1
16783,2767604254,2014-06-03,425000.0,2,2.5,1140,1182,3.0,0,0,3,8,1140,0,2007,0,98107,47.6713,-122.383,1290,1189,2014,6,3,June,Tuesday,17,0,0
16889,7942601435,2015-03-24,835000.0,6,2.0,3560,5120,2.5,0,2,3,9,3560,0,1900,0,98122,47.6056,-122.311,2130,5120,2015,3,24,March,Tuesday,124,0,0
16923,8673400086,2014-05-02,445700.0,3,2.5,1270,1180,3.0,0,0,3,8,1270,0,2001,0,98107,47.6697,-122.392,1320,1180,2014,5,2,May,Friday,23,0,0
16948,9274201809,2014-11-19,542500.0,3,2.5,1920,1649,2.5,0,0,3,8,1600,320,2004,0,98116,47.5901,-122.388,1650,3053,2014,11,19,November,Wednesday,20,0,1
17098,9126100346,2014-06-17,350000.0,3,2.0,1380,3600,3.0,0,0,3,8,1380,0,2015,0,98122,47.6074,-122.305,1480,3600,2014,6,17,June,Tuesday,9,0,0
17099,2919201365,2014-06-16,650000.0,4,2.75,2610,4160,3.0,0,0,5,8,1910,700,1910,0,98103,47.6901,-122.357,1470,4140,2014,6,16,June,Monday,114,0,1
17217,6300500479,2014-08-19,410000.0,3,2.5,1509,1418,3.0,0,0,3,8,1509,0,2014,0,98133,47.7047,-122.34,1509,1991,2014,8,19,August,Tuesday,10,0,0
17222,2770604346,2014-07-05,499000.0,3,2.5,1540,1326,3.0,0,0,3,8,1390,150,1995,0,98119,47.6457,-122.374,1680,1592,2014,7,5,July,Saturday,29,0,1
17285,2856100250,2014-11-06,735000.0,4,2.5,2470,2550,3.0,0,0,3,8,2470,0,2004,0,98117,47.6765,-122.389,1270,3060,2014,11,6,November,Thursday,20,0,0
17311,8807900233,2014-06-30,427500.0,2,2.0,1090,934,3.0,0,0,3,8,1090,0,2008,0,98109,47.6341,-122.342,1090,1376,2014,6,30,June,Monday,16,0,0
17341,4232902335,2014-08-14,1200000.0,5,4.0,2710,2800,3.0,0,0,3,10,2380,330,1974,2008,98119,47.6346,-122.364,1530,3600,2014,8,14,August,Thursday,50,1,1
17376,4154305575,2014-09-03,836500.0,3,2.5,2230,7200,3.0,0,3,3,9,2230,0,1996,0,98118,47.558,-122.265,2230,7200,2014,9,3,September,Wednesday,28,0,0
17384,1453602313,2014-10-29,297000.0,2,1.5,1430,1650,3.0,0,0,3,7,1430,0,1999,0,98125,47.7222,-122.29,1430,1650,2014,10,29,October,Wednesday,25,0,0
17408,8673400190,2014-07-23,557000.0,3,2.5,1630,1587,3.0,0,0,3,8,1630,0,2004,0,98107,47.6693,-122.393,1500,1527,2014,7,23,July,Wednesday,20,0,0
17462,1972200698,2014-05-28,474800.0,2,3.25,1400,1243,3.0,0,0,3,8,1400,0,2000,0,98103,47.6534,-122.353,1400,1335,2014,5,28,May,Wednesday,24,0,0
17492,1615900020,2015-03-20,325000.0,6,2.0,2780,13950,2.5,0,0,4,7,2780,0,1955,1964,98030,47.3738,-122.226,2120,13950,2015,3,20,March,Friday,69,1,0
17660,6848200325,2014-09-04,625000.0,3,2.75,2240,3600,2.5,0,0,3,7,1650,590,1901,0,98102,47.6244,-122.326,1716,3120,2014,9,4,September,Thursday,123,0,1
17829,2767600150,2014-05-19,477000.0,3,2.5,1350,2053,3.0,0,0,3,8,1350,0,2005,0,98117,47.6758,-122.386,1350,4150,2014,5,19,May,Monday,19,0,0
17919,7424700145,2014-07-30,1190000.0,3,3.5,3380,3333,3.0,0,0,3,10,2800,580,2008,0,98122,47.6162,-122.288,2790,5000,2014,7,30,July,Wednesday,16,0,1
17929,6149700194,2014-10-15,319950.0,3,3.25,1510,1245,3.0,0,0,3,7,1510,0,2007,0,98133,47.7293,-122.343,1510,1245,2014,10,15,October,Wednesday,17,0,0
17944,9828702588,2015-03-11,906000.0,3,2.5,2030,1800,3.0,0,0,3,9,2030,0,2013,0,98112,47.6199,-122.3,1450,1441,2015,3,11,March,Wednesday,11,0,0
17978,4083305633,2014-07-22,615000.0,3,3.25,1470,1152,3.0,0,0,3,8,1470,0,2003,0,98103,47.6516,-122.337,1470,1506,2014,7,22,July,Tuesday,21,0,0
18002,7518506716,2014-08-27,969950.0,3,2.5,2830,3750,3.0,0,0,3,10,2830,0,2014,0,98117,47.6798,-122.385,1780,5100,2014,8,27,August,Wednesday,10,0,0
18010,7234601198,2014-06-04,742000.0,3,3.25,1540,704,3.0,0,0,3,9,1540,0,2011,0,98122,47.6177,-122.308,1540,1456,2014,6,4,June,Wednesday,13,0,0
18022,4310700778,2015-02-10,539950.0,3,2.25,1860,1558,3.0,0,0,3,8,1860,0,2014,0,98103,47.7006,-122.339,1760,2456,2015,2,10,February,Tuesday,10,0,0
18117,1862400522,2014-08-22,449000.0,3,2.5,1810,1658,3.0,0,0,3,8,1810,0,1998,0,98117,47.6955,-122.376,1470,1585,2014,8,22,August,Friday,26,0,0
18185,1980200384,2014-10-22,825000.0,4,3.5,3620,6499,2.5,0,0,3,9,3620,0,2003,2009,98177,47.7326,-122.36,2330,7200,2014,10,22,October,Wednesday,21,1,0
18207,510003085,2014-06-23,660000.0,3,3.25,1980,2850,3.0,0,0,3,7,1980,0,1987,0,98103,47.6597,-122.331,1630,4560,2014,6,23,June,Monday,37,0,0
18218,6798100661,2014-06-16,340000.0,3,2.5,1212,1174,3.0,0,0,3,7,1212,0,2004,0,98125,47.7145,-122.311,1256,1226,2014,6,16,June,Monday,20,0,0
18355,8641500252,2015-02-27,403000.0,3,2.5,1502,1400,3.0,0,0,3,7,1502,0,2005,0,98115,47.6951,-122.305,1377,1466,2015,2,27,February,Friday,19,0,0
18393,3879901285,2015-03-26,1230000.0,3,2.5,2660,1967,3.0,0,3,3,9,1870,790,2007,0,98119,47.6264,-122.363,1640,1369,2015,3,26,March,Thursday,17,0,1
18401,1862400528,2014-07-16,350500.0,2,2.5,1290,1445,3.0,0,0,3,8,1290,0,1999,0,98117,47.6955,-122.376,1470,1503,2014,7,16,July,Wednesday,25,0,0
18437,3630090110,2014-10-18,690000.0,4,3.5,2980,2147,2.5,0,0,3,10,2490,490,2006,0,98029,47.5463,-121.995,2880,2428,2014,10,18,October,Saturday,18,0,1
18457,7518501822,2014-10-17,469000.0,3,2.5,1190,1290,3.0,0,0,3,8,1190,0,2008,0,98107,47.6762,-122.378,1410,1923,2014,10,17,October,Friday,16,0,0
18488,8673400141,2014-10-15,473000.0,3,3.0,1380,1081,3.0,0,0,3,8,1380,0,2005,0,98107,47.6692,-122.39,1390,1140,2014,10,15,October,Wednesday,19,0,0
18535,3667500015,2014-09-25,770000.0,4,3.5,3680,2242,2.5,0,0,3,9,2670,1010,1930,2007,98112,47.6192,-122.307,1350,1288,2014,9,25,September,Thursday,94,1,1
18541,820000018,2014-10-14,387500.0,3,3.25,1860,2218,3.0,0,0,3,8,1860,0,2001,0,98125,47.7185,-122.313,1860,2218,2014,10,14,October,Tuesday,23,0,0
18551,3126049517,2014-05-08,413450.0,3,2.5,1540,1614,3.0,0,0,3,8,1470,70,2008,0,98103,47.6961,-122.341,1540,1418,2014,5,8,May,Thursday,16,0,1
18585,2767604067,2014-08-20,530000.0,3,3.25,1510,1125,3.0,0,0,3,8,1510,0,2006,0,98107,47.6711,-122.39,1390,1174,2014,8,20,August,Wednesday,18,0,0
18614,993002225,2014-06-23,405000.0,3,2.25,1520,1245,3.0,0,0,3,8,1520,0,2004,0,98103,47.6907,-122.34,1520,1470,2014,6,23,June,Monday,20,0,0
18631,1337800665,2014-08-11,1325000.0,4,3.25,2850,4800,2.5,0,0,5,10,2700,150,1905,0,98112,47.6292,-122.312,2850,4800,2014,8,11,August,Monday,119,0,1
18655,9829201020,2014-11-18,1388000.0,3,1.25,2400,6653,3.0,0,2,3,11,2400,0,1992,0,98122,47.6019,-122.29,1910,6653,2014,11,18,November,Tuesday,32,0,0
18736,2767604558,2014-07-21,512000.0,2,2.25,1170,1313,3.0,0,0,3,8,1170,0,2007,0,98107,47.6712,-122.378,1310,1304,2014,7,21,July,Monday,17,0,0
18930,2979800762,2014-09-04,365000.0,3,2.5,1484,1761,3.0,0,0,3,7,1484,0,2003,0,98115,47.6844,-122.317,1484,4320,2014,9,4,September,Thursday,21,0,0
18971,7518506717,2014-09-17,959000.0,3,2.5,2830,3750,3.0,0,0,3,10,2830,0,2014,0,98117,47.6799,-122.385,1780,5000,2014,9,17,September,Wednesday,10,0,0
19001,5318101695,2015-04-09,940000.0,4,1.5,2430,3600,2.5,0,0,3,8,2430,0,1980,0,98112,47.6351,-122.285,2020,4800,2015,4,9,April,Thursday,44,0,0
19020,3630020150,2015-03-10,425000.0,3,2.5,1480,1386,3.0,0,0,3,8,1480,0,2005,0,98029,47.5468,-121.998,1470,1593,2015,3,10,March,Tuesday,19,0,0
19036,1453602310,2014-12-16,303000.0,2,1.5,1400,1650,3.0,0,0,3,7,1400,0,1999,0,98125,47.7222,-122.29,1430,1650,2014,12,16,December,Tuesday,25,0,0
19068,6613001241,2014-08-11,1415000.0,4,3.0,3110,4408,2.5,0,3,4,10,2510,600,1931,0,98105,47.6583,-122.27,3250,5669,2014,8,11,August,Monday,93,0,1
19150,1324300018,2014-11-21,476000.0,2,2.25,1140,1332,3.0,0,0,3,8,1140,0,1999,0,98103,47.6543,-122.356,1140,1267,2014,11,21,November,Friday,25,0,0
19188,7942601475,2014-05-20,345600.0,5,3.5,2800,5120,2.5,0,0,3,9,2800,0,1903,2005,98122,47.6059,-122.31,1780,5120,2014,5,20,May,Tuesday,121,1,0
19219,2705600067,2015-03-23,539950.0,3,2.5,1330,2183,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,1310,5000,2015,3,23,March,Monday,10,0,0
19268,1972202023,2014-09-04,504500.0,3,2.5,1820,1545,3.0,0,2,3,8,1640,180,1998,0,98103,47.6523,-122.346,1440,1290,2014,9,4,September,Thursday,26,0,1
19272,1337300145,2014-07-21,1800000.0,4,2.5,3320,8325,2.5,0,0,5,10,3320,0,1905,0,98112,47.6263,-122.314,3680,6050,2014,7,21,July,Monday,119,0,0
19292,567000401,2015-04-21,546000.0,4,2.5,2100,1397,3.0,0,0,3,8,1580,520,2008,0,98144,47.5928,-122.295,1490,1201,2015,4,21,April,Tuesday,16,0,1
19293,6450300673,2014-12-31,310000.0,3,2.0,1310,1361,3.0,0,0,3,7,1310,0,2003,0,98133,47.7337,-122.343,1370,1608,2014,12,31,December,Wednesday,21,0,0
19300,2926049564,2014-09-24,360000.0,3,2.25,1381,1180,3.0,0,0,3,8,1381,0,2007,0,98125,47.711,-122.32,1381,1180,2014,9,24,September,Wednesday,17,0,0
19368,1972200325,2014-09-19,530000.0,2,2.25,1260,1312,3.0,0,0,3,8,1260,0,2007,0,98103,47.6538,-122.356,1300,1312,2014,9,19,September,Friday,17,0,0
19459,1972200382,2014-11-21,387000.0,2,1.5,1010,948,3.0,0,0,3,8,1010,0,1999,0,98103,47.6529,-122.355,1330,1318,2014,11,21,November,Friday,25,0,0
19499,2856101105,2014-05-27,488000.0,3,2.5,1590,2550,3.0,0,0,3,7,1590,0,1985,0,98117,47.6772,-122.393,1260,5100,2014,5,27,May,Tuesday,39,0,0
19519,993002177,2015-05-06,345000.0,3,2.5,1380,1547,3.0,0,0,3,8,1380,0,2000,0,98103,47.6908,-122.341,1380,1465,2015,5,6,May,Wednesday,24,0,0
19610,9828702265,2014-05-06,500000.0,3,2.5,1480,1171,3.0,0,0,3,8,1480,0,2006,0,98112,47.62,-122.3,1480,1231,2014,5,6,May,Tuesday,18,0,0
19628,1048000160,2014-06-27,504200.0,2,1.5,1200,1687,3.0,0,0,3,8,1200,0,2008,0,98103,47.6491,-122.334,1240,1296,2014,6,27,June,Friday,16,0,0
19632,1972200554,2014-08-04,580000.0,3,2.25,1480,1026,3.0,0,0,3,8,1480,0,2014,0,98103,47.6536,-122.354,1570,1283,2014,8,4,August,Monday,10,0,0
19636,9385200041,2015-03-04,529500.0,3,2.25,1410,905,3.0,0,0,3,9,1410,0,2014,0,98116,47.5818,-122.402,1510,1352,2015,3,4,March,Wednesday,10,0,0
19645,9268851860,2014-09-18,425000.0,3,2.25,1620,997,2.5,0,0,3,8,1540,80,2010,0,98027,47.54,-122.026,1620,1068,2014,9,18,September,Thursday,14,0,1
19646,832700320,2015-02-09,348000.0,3,2.5,1490,2478,3.0,0,0,3,8,1490,0,2009,0,98133,47.7236,-122.353,1270,1156,2015,2,9,February,Monday,15,0,0
19659,2767604425,2015-01-29,535000.0,3,3.25,1430,1276,3.0,0,0,3,8,1430,0,2007,0,98107,47.6712,-122.38,1430,1243,2015,1,29,January,Thursday,17,0,0
19660,306000565,2014-08-25,290000.0,2,1.5,1020,1275,3.0,0,0,3,8,1020,0,2008,0,98103,47.7003,-122.346,980,1415,2014,8,25,August,Monday,16,0,0
19661,6130500060,2014-07-21,370000.0,3,2.5,1650,1793,3.0,0,0,3,8,1650,0,2007,0,98133,47.7107,-122.332,1650,1863,2014,7,21,July,Monday,17,0,0
19662,3362400125,2015-03-03,405000.0,3,2.0,1060,651,3.0,0,0,3,7,1060,0,2007,0,98103,47.6828,-122.345,1440,1501,2015,3,3,March,Tuesday,17,0,0
19667,9831200172,2015-02-27,1450000.0,4,3.5,2860,2199,3.0,0,0,3,10,2860,0,2013,0,98102,47.6262,-122.323,1990,1378,2015,2,27,February,Friday,11,0,0
19687,1972200326,2015-04-22,562000.0,2,2.25,1300,1314,3.0,0,0,3,8,1300,0,2008,0,98103,47.6536,-122.356,1300,1312,2015,4,22,April,Wednesday,16,0,0
19690,476000118,2014-12-12,479950.0,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,98107,47.6714,-122.392,1280,1295,2014,12,12,December,Friday,16,0,0
19692,832700240,2014-10-03,325000.0,3,1.5,1270,1067,3.0,0,0,3,8,1270,0,2009,0,98133,47.7236,-122.353,1090,1118,2014,10,3,October,Friday,15,0,0
19700,2856101290,2014-09-24,425000.0,2,2.5,1340,1263,3.0,0,0,3,8,1340,0,2008,0,98117,47.6788,-122.388,1510,1260,2014,9,24,September,Wednesday,16,0,0
19701,2767601872,2015-01-19,657000.0,2,3.0,1570,1281,3.0,0,0,3,8,1570,0,2014,0,98107,47.6741,-122.384,1570,2500,2015,1,19,January,Monday,10,0,0
19705,6749700004,2015-03-30,291000.0,2,1.0,840,863,3.0,0,0,3,8,840,0,2008,0,98103,47.6974,-122.349,1110,1190,2015,3,30,March,Monday,16,0,0
19707,7625703435,2015-01-21,885000.0,3,2.25,2940,6500,3.0,0,0,3,9,2940,0,2014,0,98136,47.5482,-122.388,1680,6500,2015,1,21,January,Wednesday,10,0,0
19711,9268851670,2015-04-24,645000.0,3,2.5,2170,1984,2.5,0,0,3,8,2170,0,2008,0,98027,47.5401,-122.027,2150,1984,2015,4,24,April,Friday,16,0,0
19713,4310702918,2014-10-30,345000.0,2,2.25,1110,1290,3.0,0,0,3,8,1110,0,2006,0,98103,47.6968,-122.34,1360,1251,2014,10,30,October,Thursday,18,0,0
19717,1048000060,2014-06-19,543000.0,3,2.25,1240,949,3.0,0,0,3,8,1240,0,2008,0,98103,47.6488,-122.334,1310,1140,2014,6,19,June,Thursday,16,0,0
19741,5695000270,2014-11-03,660000.0,3,2.25,1570,1680,3.0,0,0,3,8,1570,0,2014,0,98103,47.6585,-122.348,1290,1870,2014,11,3,November,Monday,10,0,0
19757,9268850030,2014-07-07,420000.0,3,2.25,1620,1075,3.0,0,0,3,8,1540,80,2009,0,98027,47.5405,-122.026,1620,1237,2014,7,7,July,Monday,15,0,1
19761,889000024,2015-03-16,645000.0,3,2.25,1640,1023,3.0,0,0,3,8,1640,0,2014,0,98105,47.6636,-122.319,1720,1960,2015,3,16,March,Monday,10,0,0
19762,9268850350,2015-03-19,304500.0,4,2.0,1350,942,3.0,0,0,3,7,1350,0,2008,0,98027,47.5394,-122.026,1390,942,2015,3,19,March,Thursday,16,0,0
19771,9523100731,2014-09-30,580000.0,3,2.5,1620,1171,3.0,0,4,3,8,1470,150,2008,0,98103,47.6681,-122.355,1620,1505,2014,9,30,September,Tuesday,16,0,1
19772,9272201318,2015-04-14,540000.0,3,2.0,1580,1972,2.5,0,2,3,8,1180,400,2007,0,98116,47.5903,-122.386,1500,1908,2015,4,14,April,Tuesday,17,0,1
19773,5676000004,2014-11-18,399000.0,3,2.5,1430,1250,3.0,0,0,3,7,1430,0,2007,0,98103,47.6904,-122.342,1360,1269,2014,11,18,November,Tuesday,17,0,0
19783,4310702858,2014-10-15,414950.0,3,2.5,1570,1551,3.0,0,0,3,8,1570,0,2008,0,98103,47.6961,-122.341,1570,1705,2014,10,15,October,Wednesday,16,0,0
19794,1972201963,2014-06-16,523950.0,3,2.25,1420,1282,3.0,0,0,3,8,1420,0,2006,0,98103,47.6533,-122.346,1530,1280,2014,6,16,June,Monday,18,0,0
19805,9126100765,2014-08-01,455000.0,3,1.75,1320,1014,3.0,0,0,3,9,1320,0,2015,0,98122,47.6047,-122.305,1380,1495,2014,8,1,August,Friday,9,0,0
19807,993000136,2014-10-07,449950.0,3,2.25,1540,1270,3.0,0,0,3,7,1540,0,2014,0,98103,47.6935,-122.341,1230,1454,2014,10,7,October,Tuesday,10,0,0
19830,9267200226,2014-05-02,436110.0,3,2.5,1770,1235,3.0,0,0,3,8,1600,170,2007,0,98103,47.6965,-122.342,1680,1203,2014,5,2,May,Friday,17,0,1
19845,3869900139,2015-01-07,484950.0,3,2.25,1590,926,3.0,0,0,3,8,1590,0,2014,0,98136,47.5402,-122.387,1640,1321,2015,1,7,January,Wednesday,10,0,0
19853,832700270,2015-02-13,318000.0,3,1.5,1240,983,3.0,0,0,3,8,1240,0,2009,0,98133,47.7235,-122.353,1240,1026,2015,2,13,February,Friday,15,0,0
19860,9268850160,2015-02-06,293467.0,4,2.0,1590,942,3.0,0,0,3,7,1590,0,2008,0,98027,47.54,-122.026,1390,942,2015,2,6,February,Friday,16,0,0
19863,2768100510,2015-04-02,649000.0,3,2.0,1530,1442,3.0,0,0,3,9,1530,0,2015,0,98107,47.6692,-122.372,1620,1456,2015,4,2,April,Thursday,9,0,0
19866,8024200677,2015-04-29,415000.0,3,1.5,1270,1483,3.0,0,0,3,8,1270,0,2007,0,98115,47.6987,-122.317,1270,1413,2015,4,29,April,Wednesday,17,0,0
19868,7518506715,2014-05-06,979000.0,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,2014,0,98117,47.6797,-122.385,2040,5000,2014,5,6,May,Tuesday,10,0,0
19882,1972200139,2015-02-18,622500.0,2,1.75,1510,851,3.0,0,0,3,8,1420,90,2013,0,98107,47.6536,-122.358,1300,1338,2015,2,18,February,Wednesday,11,0,1
19885,424049284,2014-10-16,310000.0,1,1.5,1120,912,3.0,0,0,3,7,1120,0,2011,0,98144,47.5924,-122.299,1380,3200,2014,10,16,October,Thursday,13,0,0
19897,9274200324,2015-01-20,545000.0,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,2008,0,98116,47.589,-122.387,1740,1280,2015,1,20,January,Tuesday,16,0,0
19899,263000253,2015-03-30,380000.0,3,2.25,1550,1485,3.0,0,0,3,8,1550,0,2011,0,98103,47.6989,-122.346,1550,1480,2015,3,30,March,Monday,13,0,0
19900,9268850140,2014-11-17,288790.0,4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5401,-122.026,1390,942,2014,11,17,November,Monday,16,0,0
19904,9126101090,2014-05-31,615000.0,3,2.25,1760,1146,3.0,0,0,3,9,1760,0,2014,0,98122,47.6073,-122.304,1346,3472,2014,5,31,May,Saturday,10,0,0
19909,1176001124,2015-02-24,598950.0,3,2.5,1480,1531,3.0,0,0,3,8,1480,0,2014,0,98107,47.669,-122.402,1530,1321,2015,2,24,February,Tuesday,10,0,0
19913,7207900030,2014-06-09,400000.0,4,3.5,2370,3692,2.5,0,0,3,8,2370,0,2013,0,98056,47.5044,-122.17,2520,5425,2014,6,9,June,Monday,11,0,0
19922,2770602493,2014-11-20,455000.0,2,2.0,1350,1209,3.0,0,0,3,8,1350,0,2013,0,98199,47.649,-122.383,1310,982,2014,11,20,November,Thursday,11,0,0
